"Restricted stopping power for water
Temin(Mev), TCmin(MeV), TCmax(Mev), ndata
0.100000 1.000000 6000.000000 6000
====================================
energy		Sw		MW		Lw		b		range"
3565	126.926	11.9332787166814	115.60213158389516	0.052734188615079974	19.353569096989844
3566	126.907	11.9327746763203	115.58264481722323	0.05272965969885189	19.358997868125044
3567	126.887	11.9322708136138	115.56316894570267	0.05272781377218831	19.37244163975174
3568	126.867	11.9317671285716	115.54370405391714	0.05272431598071707	19.377872657873343
3569	126.847	11.9312636212034	115.52424993217505	0.0527185453048545	19.391321006263556
3570	126.828	11.930760291519	115.50480662498784	0.052717112359101835	19.39675427076517
3571	126.808	11.9302571395275	115.48537435064188	0.052714439729347445	19.41020719303625
3572	126.788	11.9297541652384	115.46595279259952	0.05271073338100131	19.41564270331153
3573	126.768	11.9292513686606	115.44654218249589	0.05270847401973122	19.429100196805827
3574	126.749	11.928748749803	115.42714236430058	0.052705180517545316	19.434537952248537
3575	126.729	11.9282463086744	115.40775340921718	0.052703335120045734	19.448000014040268
3576	126.709	11.9277440452835	115.3883753216149	0.05270149012448052	19.453440014044194
3577	126.69	11.9272419596386	115.36900807915232	0.05269840323299254	19.46690664139533
3578	126.67	11.926740051748	115.3496516060922	0.05269614451913394	19.472348885354343
3579	126.65	11.9262383216199	115.33030601367167	0.05269450742698017	19.485820075449848
3580	126.631	11.9257367692622	115.31097121281947	0.05269432147586876	19.49126456275788
3581	126.611	11.9252353946826	115.29164736812022	0.052693307641553035	19.50474031281777
3582	126.591	11.924734197889	115.27233424371018	0.052689391994969394	19.51018704286882
3583	126.572	11.9242331788887	115.25303187073733	0.05268900137240706	19.523667350137508
3584	126.552	11.923732337689	115.2337404270758	0.052687782046116745	19.529116322325656
3585	126.533	11.9232316742973	115.21445966366689	0.05268801619674742	19.54260118398776
3586	126.513	11.9227311887204	115.19518990506307	0.052687629032761106	19.548052397707142
3587	126.493	11.9222308809653	115.17593076892236	0.052685997466009764	19.56154181101135
3588	126.474	11.9217307510387	115.1566825397316	0.05268727394304293	19.566995265656182
3589	126.454	11.9212307989471	115.13744510191637	0.05268585188500683	19.58048922777264
3590	126.435	11.920731024697	115.1182183799639	0.052684846103745096	19.58594492273719
3591	126.415	11.9202314282945	115.09900245831265	0.05268612765257326	19.599443430968886
3592	126.396	11.9197320097459	115.07979738138127	0.05268678755004418	19.60490136564752
3593	126.376	11.9192327690571	115.06060304703868	0.05268661736239534	19.618404417218905
3594	126.357	11.9187337062338	115.04141948640714	0.05268728063730369	19.623864591006054
3595	126.337	11.9182348212817	115.02224670395994	0.052687529504737846	19.63737218307149
3596	126.318	11.9177361142062	115.00308465091652	0.05268986149875342	19.642834595361634
3597	126.298	11.9172375850129	114.98393349151674	0.05269157149221991	19.656346725216597
3598	126.279	11.9167392337067	114.96479300392528	0.0526909929778907	19.661811375404312
3599	126.259	11.9162410602929	114.94566324590706	0.052691665497870105	19.675328040416854
3600	126.24	11.9157430647762	114.92654422197265	0.05269338173589429	19.680794927896827
3601	126.221	11.9152452471614	114.90743597654189	0.05269655943401846	19.694316125094463
3602	126.201	11.9147476074531	114.8883385407084	0.05269848927676154	19.699785249261385
3603	126.182	11.9142501456558	114.86925178596917	0.052700838783899605	19.71331097600002
3604	126.162	11.9137528617737	114.85017584983247	0.05270319093859095	19.718782336248704
3605	126.143	11.913255755811	114.8311105772531	0.05270408513735755	19.73231258990482
3606	126.123	11.9127588277717	114.81205601266818	0.05270644236066267	19.737786185630174
3607	126.104	11.9122620776597	114.79301218719942	0.05270984624693619	19.75132096338749
3608	126.085	11.9117655054786	114.77397911866471	0.05271387997081113	19.75679679398449
3609	126.065	11.9112691112321	114.75495681158857	0.05271520150857071	19.77033609303875
3610	126.046	11.9107728949235	114.7359450712523	0.05271652526518059	19.775814157902435
3611	126.026	11.9102768565561	114.71694407493057	0.052722867681515774	19.789357975540153
3612	126.007	11.909780996133	114.69795394667068	0.05272816953866691	19.794838274065643
3613	125.988	11.9092853136572	114.67897447853235	0.05272992041834834	19.80838660762839
3614	125.968	11.9087898091316	114.6600056352806	0.0527329288720023	19.813869139210905
3615	125.949	11.9082944825588	114.64104751442768	0.05273635885023564	19.827421986041895
3616	125.93	11.9077993339414	114.62210002764755	0.052739792156959384	19.832906750076763
3617	125.91	11.9073043632817	114.60316324588798	0.05274532245645273	19.846464107331993
3618	125.891	11.9068095705821	114.58423721352307	0.052749810023379536	19.85195110321458
3619	125.872	11.9063149558447	114.56532180247831	0.052754092026163185	19.86551296824658
3620	125.853	11.9058205190713	114.54641711020632	0.052760473214993546	19.871002195372373
3621	125.833	11.905326260264	114.52752315454583	0.05276434403350449	19.884568565443047
3622	125.814	11.9048321794243	114.5086397412193	0.052770524766298205	19.890060023207596
3623	125.795	11.9043382765537	114.48976719300941	0.05277650041764731	19.90363089562963
3624	125.776	11.9038445516538	114.47090515661765	0.05277975376906555	19.90912458342859
3625	125.756	11.9033510047258	114.45205379574041	0.05278615778527484	19.922699955525182
3626	125.737	11.9028576357707	114.43321312824168	0.052790257840704596	19.92819587275429
3627	125.718	11.9023644447896	114.4143829732891	0.052796671109595926	19.941775741895288
3628	125.699	11.9018714317834	114.39556364019023	0.05280392919018482	19.947273887950402
3629	125.68	11.9013785967527	114.37675485542542	0.05281014242019453	19.960858251337882
3630	125.66	11.900885939698	114.3579568090363	0.052816150220872084	19.966358625614912
3631	125.641	11.90039346062	114.33916928058993	0.05282174242677391	19.97994748068718
3632	125.622	11.8999011595187	114.32039244685316	0.05282902094631763	19.98545008258216
3633	125.603	11.8994090363944	114.30162621982291	0.05283651517956466	19.999043426535035
3634	125.584	11.8989170912471	114.28287068355708	0.05284212161140567	20.004548255444075
3635	125.565	11.8984253240767	114.26412561780462	0.05284836384236364	20.01814608573267
3636	125.546	11.8979337348829	114.24539126538731	0.05285860980617715	20.02365314105199
3637	125.527	11.8974423236653	114.22666761771069	0.052867810094274346	20.037255454881677
3638	125.508	11.8969510904234	114.2079546000793	0.05287280496993703	20.042764736007573
3639	125.488	11.8964600351565	114.18925200565019	0.05287843598477271	20.056371530852765
3640	125.469	11.8959691578638	114.17056006390683	0.052888285508005	20.061883037181662
3641	125.45	11.8954784585444	114.15187879273607	0.052896455644705305	20.075494310343764
3642	125.431	11.8949879371972	114.133208051455	0.05290505332825176	20.081008041272174
3643	125.412	11.894497593821	114.11454799012567	0.052913657001478535	20.0946237900655
3644	125.393	11.8940074284144	114.09589844169516	0.0529218449326197	20.100139744990035
3645	125.374	11.8935174409761	114.07725952977827	0.0529308826279659	20.11375996674167
3646	125.355	11.8930276315043	114.05863116663427	0.052939082427490326	20.119278145059024
3647	125.336	11.8925379999973	114.04001337020561	0.05294897696943854	20.132902837243577
3648	125.317	11.8920485464533	114.0214062112289	0.05295718884387772	20.138423238350583
3649	125.298	11.8915592708703	114.00280949642911	0.052967518950668695	20.152052398253012
3650	125.279	11.891070173246	113.984223534121	0.05297701073840782	20.157575021546585
3651	125.26	11.8905812535784	113.96564794632465	0.05298439575199517	20.171208646610808
3652	125.241	11.8900925118648	113.94708296214394	0.05299643693844433	20.176733491487994
3653	125.222	11.8896039481029	113.92852862587836	0.05300848601755701	20.190371578983967
3654	125.204	11.8891155622899	113.90998487630065	0.053015889562196473	20.19589864484189
3655	125.185	11.888627354423	113.89145146762756	0.05302372173899042	20.209541192290196
3656	125.166	11.8881393244994	113.87292865521208	0.05303706196538923	20.21507047852612
3657	125.147	11.8876514725159	113.85441650970611	0.05304871720067735	20.22871748316571
3658	125.128	11.8871637984695	113.83591483813481	0.05305910968298785	20.234248989176965
3659	125.109	11.8866763023567	113.81742373754821	0.05306950910006964	20.247900448470293
3660	125.09	11.8861889841741	113.79894309413734	0.053079915551397794	20.25343417365435
3661	125.071	11.8857018439182	113.78047300493625	0.05309117664739235	20.26709008501091
3662	125.053	11.8852148815853	113.76201340887103	0.05310456507772389	20.27262602876535
3663	125.034	11.8847280971715	113.74356448194577	0.05311584158732709	20.286286389566555
3664	125.015	11.8842414906729	113.72512589972835	0.05312500467264589	20.291824551289068
3665	124.996	11.8837550620854	113.70669783824512	0.05313671987623715	20.30548935906297
3666	124.977	11.8832688114048	113.68828026281676	0.053150140514878715	20.311029738151394
3667	124.959	11.8827827386268	113.66987329671097	0.05316272059199375	20.324698990131477
3668	124.94	11.8822968437469	113.65147674732833	0.05317318555562039	20.330241585983707
3669	124.921	11.8818111267605	113.63309065900236	0.05318748053343695	20.343915279706344
3670	124.902	11.8813255876629	113.61471520757927	0.05319923508886196	20.349460091720438
3671	124.883	11.8808402264492	113.59635004273038	0.05321142249742355	20.363138224480043
3672	124.865	11.8803550431146	113.5779955244297	0.0532265935653171	20.36868525205413
3673	124.846	11.8798700376539	113.55965146023266	0.05323837226320341	20.382367821515675
3674	124.827	11.879385210062	113.54131781556538	0.05324973328038608	20.38791706404808
3675	124.809	11.8789005603334	113.5229945821662	0.053263654621631476	20.401604067468238
3676	124.79	11.8784160884627	113.50468190947471	0.053277584719829886	20.407155524357343
3677	124.771	11.8779317944443	113.48637963150378	0.05329109801318198	20.42084695928301
3678	124.752	11.8774476782726	113.46808787138649	0.053305471498971156	20.426400629927365
3679	124.734	11.8769637399417	113.44980654202493	0.0533194281417743	20.440096493683452
3680	124.715	11.8764799794457	113.43153568770687	0.0533350978331041	20.445652377481682
3681	124.697	11.8759963967785	113.41327535269512	0.053346515485116784	20.459352667633112
3682	124.678	11.8755129919338	113.39502521363241	0.05336135106944566	20.464910763984005
3683	124.659	11.8750297649054	113.37678578745549	0.053378754147635585	20.47861547793122
3684	124.641	11.8745467156869	113.3585566983279	0.05339104978593114	20.484175786233674
3685	124.622	11.8740638442717	113.34033799056463	0.05340505986171397	20.497884921497366
3686	124.603	11.873581150653	113.32212970845585	0.053420785765824194	20.50344744115042
3687	124.585	11.8730986348242	113.30393189626675	0.053435240779171694	20.51716099518605
3688	124.566	11.8726162967783	113.28574441461672	0.05345013190004255	20.522725725588867
3689	124.548	11.8721341365082	113.26756741271906	0.053466313549500474	20.536443695907547
3690	124.529	11.8716521540069	113.2494008036865	0.05348250522292214	20.542010636459434
3691	124.511	11.8711703492669	113.23124465800495	0.053498706841026276	20.555733020439426
3692	124.492	11.870688722281	113.21309888882958	0.053513636117825926	20.56130217053979
3693	124.474	11.8702072730416	113.19496348800658	0.05352857468043796	20.5750289658197
3694	124.455	11.8697260015411	113.17683844739094	0.0535443778987445	20.580600324868122
3695	124.436	11.8692449077718	113.15872381125094	0.053562757649409716	20.594331528783815
3696	124.418	11.8687639917257	113.1406196762262	0.05357858098398067	20.599905096179967
3697	124.4	11.8682832533949	113.12252577218308	0.053593130090260566	20.61364070639564
3698	124.381	11.8678026927714	113.10444227438988	0.05361025705577629	20.619216481539375
3699	124.363	11.8673223098468	113.0863691485217	0.05362910753885054	20.632956495450998
3700	124.344	11.8668421046128	113.06830651736777	0.053645399038682796	20.63853447774228
3701	124.326	11.866362077061	113.05025408480618	0.053660415159107015	20.65227889293705
3702	124.307	11.8658822271829	113.032212052196	0.05368058382106612	20.657859081775996
3703	124.289	11.8654025549698	113.01418051609595	0.053697334660280795	20.671607895724296
3704	124.27	11.8649230604128	112.99615915437028	0.05371023624512922	20.67719029051115
3705	124.252	11.864443743503	112.97814803750083	0.05372958033137275	20.69094350084465
3706	124.234	11.8639646042315	112.96014747133637	0.05375151033092057	20.69652810097983
3707	124.215	11.863485642589	112.94215729079332	0.05376787387796689	20.710285705082097
3708	124.197	11.8630068585664	112.92417730474779	0.05378381817415729	20.715872509966122
3709	124.178	11.8625282521543	112.90620766207344	0.05380320753749223	20.729634505466457
3710	124.16	11.8620498233432	112.88824840699294	0.053821319843562865	20.735223514500017
3711	124.142	11.8615715721235	112.87029940075467	0.053838583794913415	20.748989898971747
3712	124.123	11.8610934984854	112.85236071375081	0.05385886655572996	20.75458111155568
3713	124.105	11.8606156024193	112.83443244246008	0.05387787165313844	20.76835188241934
3714	124.087	11.8601378839151	112.81651439594697	0.05389344815321551	20.773945297954597
3715	124.068	11.8596603429628	112.7986065401153	0.05391419562525069	20.7877204529927
3716	124.05	11.8591829795523	112.78070920650478	0.0539353854554246	20.79331607088045
3717	124.032	11.8587057936733	112.76282207367562	0.05395142371276795	20.807095607452396
3718	124.014	11.8582287853154	112.74494513367645	0.053972637334631646	20.812693427093894
3719	123.995	11.8577519544681	112.72707869179618	0.053992140977318255	20.826477342869588
3720	123.977	11.8572753011209	112.70922232237506	0.05401165640907329	20.832077363666272
3721	123.959	11.856798825263	112.69137643504733	0.05403161403954196	20.84586565618397
3722	123.941	11.8563225268836	112.6735406303922	0.054048998076484146	20.85146787753742
3723	123.922	11.8558464059718	112.65571513531332	0.05407027186691917	20.865260544451004
3724	123.904	11.8553704625166	112.63789994183564	0.054091127003014015	20.87086496576297
3725	123.886	11.8548946965067	112.62009501591481	0.054111131866713465	20.8846620046109
3726	123.868	11.8544191079311	112.60230032353105	0.05413201135003591	20.89026862528328
3727	123.849	11.8539436967782	112.58451593496878	0.05415160853232121	20.904070033663125
3728	123.831	11.8534684630367	112.56674168588036	0.05417078574088929	20.90967885309797
3729	123.813	11.852993406695	112.54897769870233	0.05419299644743989	20.92348462865485
3730	123.795	11.8525185277413	112.53122401762509	0.05421565195985015	20.929095646254382
3731	123.777	11.8520438261639	112.51348060865453	0.05423486486908175	20.942905786591055
3732	123.759	11.8515693019508	112.495747281526	0.054254521304111604	20.948519001757656
3733	123.741	11.8510949550902	112.47802423677496	0.054276350257112485	20.962333504439098
3734	123.722	11.8506207855698	112.46031138836268	0.05429862430690655	20.9679489165753
3735	123.704	11.8501467933774	112.44260883256662	0.05432047883046918	20.981767779199842
3736	123.686	11.8496729785008	112.42491643131116	0.05434061592237784	20.98738538770833
3737	123.668	11.8491993409275	112.4072342027836	0.05436206282311691	21.001208608112094
3738	123.65	11.8487258806449	112.38956219118784	0.05438568614005309	21.006828412395773
3739	123.632	11.8482525976404	112.37190046672413	0.054406292744234724	21.02065598799245
3740	123.614	11.8477794919013	112.35424876133666	0.05442821056993735	21.026277987454332
3741	123.596	11.8473065634147	112.33660740542828	0.05445317291252689	21.04010991596423
3742	123.578	11.8468338121677	112.31897623503826	0.0544720841501819	21.045734110007526
3743	123.56	11.8463612381472	112.30135503430346	0.05449404016890443	21.059570389175487
3744	123.542	11.8458888413401	112.28374418550501	0.05451774265815143	21.065196777203585
3745	123.524	11.845416621733	112.2661433947873	0.05454059173966312	21.079037404553144
3746	123.506	11.8449445793127	112.24855288832447	0.054563887609277384	21.08466598596958
3747	123.488	11.8444727140656	112.23097245035527	0.05458502783898523	21.098510959205672
3748	123.47	11.8440010259781	112.21340215108084	0.05460748213074004	21.104141733414163
3749	123.452	11.8435295150367	112.19584198272193	0.05463125156685878	21.117991050278153
3750	123.434	11.8430581812274	112.17829201543516	0.05465590297140381	21.1236240166826
3751	123.416	11.8425870245365	112.16075221544935	0.05467969990652965	21.13747767477761
3752	123.398	11.84211604495	112.14322254901757	0.05470133844291182	21.143112832782084
3753	123.38	11.8416452424537	112.12570290452635	0.05472298951507352	21.15697082986483
3754	123.362	11.8411746170335	112.10819337811226	0.05474943409434434	21.162608178873587
3755	123.344	11.8407041686751	112.09069414372266	0.05477241554585032	21.17647051251193
3756	123.326	11.8402338973641	112.07320480426412	0.05479497549125338	21.182110051929378
3757	123.308	11.839763803086	112.05572571537348	0.0548210281284638	21.195976719878498
3758	123.29	11.8392938858263	112.03825671359876	0.05484361478803809	21.201618449109233
3759	123.272	11.8388241455702	112.02079773935122	0.05486708486072975	21.21548944920655
3760	123.255	11.838354582303	112.00334888869489	0.05489274498057846	21.221133367655394
3761	123.237	11.8378851960098	111.98591017984339	0.054917113288045244	21.23500869745088
3762	123.219	11.8374159866755	111.96848150136513	0.05494105994295741	21.240654804522787
3763	123.201	11.8369469542852	111.95106292336477	0.05496632725227401	21.2545344617444
3764	123.183	11.8364780988237	111.93365443814855	0.05498855827649725	21.260182756844518
3765	123.165	11.8360094202756	111.91625585662369	0.05501516127493511	21.274066739283384
3766	123.148	11.8355409186255	111.89886761168901	0.055041343042553155	21.27971722181706
3767	123.13	11.8350725938581	111.88148922922342	0.0550618698875742	21.29360552731577
3768	123.112	11.8346044459577	111.86412083117825	0.05508851615842288	21.299258196688566
3769	123.094	11.8341364749087	111.84676264302911	0.05511605009391507	21.31315082279384
3770	123.076	11.8336686806953	111.82941447579172	0.05514054412273422	21.318805678411458
3771	123.059	11.8332010633016	111.81207632184078	0.05516461539654165	21.332702622909125
3772	123.041	11.8327336227117	111.79474814767143	0.055192194138117316	21.338359664177464
3773	123.023	11.8322663589096	111.77743017863509	0.055213672418825584	21.352260924890253
3774	123.005	11.831799271879	111.7601218118127	0.05523822194965866	21.357920151215428
3775	122.988	11.8313323616037	111.74282381604637	0.05526934109256417	21.37182572584127
3776	122.97	11.8308656280674	111.72553579550262	0.05529479426161143	21.377487136629572
3777	122.952	11.8303990712536	111.70825779433824	0.05531807518078881	21.391397022985398
3778	122.934	11.8299326911459	111.6909896239171	0.055341369344579186	21.397060617643323
3779	122.917	11.8294664877275	111.6737314577516	0.05537080212632032	21.410974813454846
3780	122.899	11.8290004609819	111.65648346925029	0.05539806293960668	21.416640591389076
3781	122.881	11.828534610892	111.63924534054472	0.05542402583190478	21.430559094513598
3782	122.864	11.8280689374411	111.6220172967578	0.05544781371511745	21.43622705513103
3783	122.846	11.8276034406122	111.60479896848199	0.055475557185226294	21.4501498633345
3784	122.828	11.827138120388	111.58759094259341	0.05550375394560939	21.455820006042227
3785	122.811	11.8266729767516	111.57039264302239	0.05552802257579108	21.469747117135075
3786	122.793	11.8262080096855	111.55320439815242	0.05555493474915216	21.475419441340392
3787	122.776	11.8257432191724	111.53602601962189	0.055579231219543834	21.48935085303894
3788	122.758	11.8252786051948	111.51885752577506	0.05560617277520367	21.495025358149327
3789	122.74	11.8248141677352	111.50169903822544	0.0556370775406433	21.508961068350615
3790	122.723	11.8243499067759	111.4845506526996	0.05566361120375136	21.514637753773773
3791	122.705	11.8238858222991	111.46741200026278	0.055690598739465955	21.52857776025406
3792	122.688	11.8234219142871	111.45028346062654	0.0557167229865941	21.534256625397887
3793	122.67	11.8229581827219	111.43316458756043	0.05574242282201918	21.5482009260146
3794	122.653	11.8224946275856	111.41605578649593	0.05577209023608135	21.553881970287215
3795	122.635	11.8220312488598	111.39895686932051	0.055796062023188445	21.567830562891498
3796	122.617	11.8215680465266	111.381867673832	0.05582400282781264	21.57351378570122
3797	122.6	11.8211050205676	111.36478857947165	0.05585591550341652	21.587466668059545
3798	122.582	11.8206421709644	111.34771942399348	0.05587949074242659	21.593152068814895
3799	122.565	11.8201794976986	111.33065986479568	0.055906158269685105	21.607109238872987
3800	122.547	11.8197170007515	111.31361041009133	0.05593724000140003	21.612796816982716
3801	122.53	11.8192546801046	111.29657079462957	0.05596437815044971	21.62675827260669
3802	122.512	11.8187925357391	111.27954103677206	0.05599329207920707	21.63244802747978
3803	122.495	11.8183305676362	111.26252120640052	0.05602090092395182	21.64641376628447
3804	122.478	11.8178687757769	111.2455111415166	0.05604720375609394	21.652105697330036
3805	122.46	11.8174071601424	111.22851091202912	0.05607263996607322	21.666075717489427
3806	122.443	11.8169457207134	111.21152038179002	0.0561033782794112	21.67176982411689
3807	122.425	11.8164844574708	111.19453998119855	0.056134133202191766	21.685744123225366
3808	122.408	11.8160233703954	111.17756926508814	0.056161818894139466	21.691440404844283
3809	122.39	11.8155624594677	111.1606084835571	0.05618819662667301	21.705418981105424
3810	122.373	11.8151017246684	111.1436572946164	0.056216794680970746	21.71111743712567
3811	122.356	11.8146411659779	111.1267161541961	0.05624629065534781	21.72510028814524
3812	122.338	11.8141807833766	111.10978464317985	0.05627403752819957	21.730800917976815
3813	122.321	11.8137205768449	111.09286306300028	0.056302240924327826	21.744788041916898
3814	122.304	11.8132605463628	111.07595112333263	0.05633045989480002	21.750490844970116
3815	122.286	11.8128006919106	111.05904909980184	0.056361344393783826	21.764482239504467
3816	122.269	11.8123410134682	111.04215685646193	0.0563878275517195	21.77018721518979
3817	122.252	11.8118815110158	111.02527425745279	0.05641520915630709	21.78418287835993
3818	122.234	11.811422184533	111.00840147546093	0.05644525795763524	21.78989002608808
3819	122.217	11.8109630339997	110.99153847746162	0.05647797614036578	21.803889955746943
3820	122.2	11.8105040593957	110.9746854360312	0.05650407769190287	21.80959927492886
3821	122.182	11.8100452607004	110.95784177853736	0.05653329060553065	21.82360346909833
3822	122.165	11.8095866378935	110.94100824286042	0.056563404060990786	21.8293149591452
3823	122.148	11.8091281909545	110.92418412804513	0.05659043578752717	21.843323415663153
3824	122.13	11.8086699198625	110.90736994060236	0.05662146671337747	21.84903707598637
3825	122.113	11.808211824597	110.89056539072821	0.056648085953665384	21.863049792906764
3826	122.096	11.8077539051372	110.87377049688433	0.05667914946877614	21.868765622917984
3827	122.079	11.8072961614621	110.85698548288345	0.05671022966932487	21.88278259797692
3828	122.061	11.8068385935508	110.84021011041676	0.056738667527603225	21.888500597087965
3829	122.044	11.8063812013822	110.82344444926912	0.05676623411068573	21.902521828408712
3830	122.027	11.8059239849353	110.80668836391978	0.056797806687329734	21.9082419960317
3831	122.01	11.8054669441887	110.78994220636672	0.05682806544000261	21.92226748154575
3832	121.993	11.8050100791211	110.77320553323192	0.056855235037297724	21.927989817093007
3833	121.975	11.8045533897113	110.75647859386798	0.0568895198445079	21.942019554740472
3834	121.958	11.8040968759377	110.73976153490852	0.05691716441987925	21.94774405762457
3835	121.941	11.8036405377788	110.72305381065196	0.05694260411376732	21.96177804555302
3836	121.924	11.803184375213	110.7063558242247	0.056972054609869656	21.967504715186806
3837	121.907	11.8027283882185	110.68966738899663	0.05700463082610074	21.981542951169978
3838	121.89	11.8022725767736	110.67298885662586	0.05703677997723627	21.987271786966478
3839	121.872	11.8018169408564	110.65631983548276	0.05706316830122961	22.00131426905512
3840	121.855	11.801361480445	110.6396603697093	0.05709579522297801	22.007045270427625
3841	121.838	11.8009061955172	110.62301075958023	0.05712577118507912	22.021091996561815
3842	121.821	11.8004510860511	110.60637053683838	0.057151315179865214	22.026825162923846
3843	121.804	11.7999961520244	110.5897398993182	0.05718265713854534	22.04087613133419
3844	121.787	11.7995413934149	110.57311896792594	0.057217131241785874	22.046611462099566
3845	121.77	11.7990868102001	110.5565077866971	0.05724405572053075	22.060666670634284
3846	121.753	11.7986324023578	110.53990586212007	0.05727277608606472	22.066404165217023
3847	121.736	11.7981781698653	110.523313775869	0.05730730184361671	22.08046361183506
3848	121.719	11.7977241127001	110.50673126484504	0.05733605432743753	22.08620326964942
3849	121.702	11.7972702308395	110.4901582452045	0.05736303968652229	22.100266952531094
3850	121.685	11.7968165242608	110.47359468431871	0.05739360556037432	22.10600877299161
3851	121.668	11.7963629929412	110.45704080535333	0.05742864632890317	22.120076690073752
3852	121.651	11.7959096368578	110.44049662675617	0.05745924585114944	22.125820672595193
3853	121.634	11.7954564559875	110.42396186013409	0.05748763132269007	22.139892821880935
3854	121.617	11.7950034503074	110.40743665188504	0.05751737052052709	22.14563896587831
3855	121.6	11.7945506197943	110.39092091826639	0.05754712560487866	22.15971534560282
3856	121.583	11.794097964425	110.37441472893634	0.057576003599087544	22.165463650491436
3857	121.566	11.7936454841762	110.3579179490813	0.05760623673114088	22.179544258650942
3858	121.549	11.7931931790246	110.34143077612526	0.0576373791899419	22.18529472384634
3859	121.532	11.7927410489467	110.3249530497264	0.05766853826227878	22.199379558468593
3860	121.515	11.792289093919	110.30848491615362	0.057701054518371035	22.205132183386567
3861	121.498	11.791837313918	110.29202629174173	0.05773269398725728	22.21922124237487
3862	121.481	11.7913857089199	110.27557719501885	0.05776345592268399	22.22497602643143
3863	121.464	11.790934278901	110.25913754238005	0.05779110339999469	22.239069308138188
3864	121.447	11.7904830238376	110.2427072247463	0.05781876561113377	22.244826250749664
3865	121.43	11.7900319437057	110.22628633729478	0.057853602252142027	22.25892375309127
3866	121.413	11.7895810384813	110.20987517930624	0.057886219092550234	22.26468285367422
3867	121.397	11.7891303081404	110.19347330992497	0.057914823904789955	22.27878457480015
3868	121.38	11.7886797526589	110.17708092636329	0.057942995915534645	22.284545832771393
3869	121.363	11.7882293720127	110.16069779207831	0.05797476654967415	22.29865177092366
3870	121.346	11.7877791661774	110.14432433378722	0.05800610564605839	22.304415185700325
3871	121.329	11.7873291351287	110.12796008543248	0.05803387605273507	22.318525338850275
3872	121.312	11.7868792788422	110.11160529514956	0.058068833740355305	22.324290909849722
3873	121.295	11.7864295972934	110.09526010895637	0.05810336129906877	22.338405276000152
3874	121.279	11.7859800904578	110.07892434142677	0.05813207622732548	22.344173002639966
3875	121.262	11.7855307583107	110.06259783273327	0.05815676858073047	22.35829158017451
3876	121.245	11.7850816008275	110.04628049959166	0.058192244223516085	22.364061461872616
3877	121.228	11.7846326179832	110.02997302310614	0.058221902740272724	22.378184248746933
3878	121.212	11.7841838097533	110.01367437721528	0.05824888343621728	22.38395628492149
3879	121.195	11.7837351761125	109.99738542127236	0.058282165352892844	22.398083279295033
3880	121.178	11.7832867170361	109.9811056389315	0.05831366808383043	22.403857469364457
3881	121.161	11.7828384324989	109.96483543081443	0.05834428843870863	22.417988669515285
3882	121.144	11.7823903224758	109.94857433170384	0.05837447562609086	22.42376501289831
3883	121.128	11.7819423869416	109.93232276759232	0.05840512796662452	22.437900416710345
3884	121.111	11.781494625871	109.91608032432667	0.05843714560682938	22.443678912825906
3885	121.094	11.7810470392387	109.89984747866872	0.0584678303369212	22.45781851870253
3886	121.078	11.7805996270192	109.8836236639032	0.05849403226791731	22.463599166969896
3887	121.061	11.780152389187	109.86740917861586	0.058527448226175664	22.4777429730982
3888	121.044	11.7797053257166	109.85120411772793	0.05855908097737126	22.48352577293692
3889	121.028	11.7792584365824	109.83500827091711	0.05858982981346809	22.49767377722576
3890	121.011	11.7788117217586	109.8188217839911	0.05862149535307926	22.503458728055595
3891	120.994	11.7783651812195	109.80264454842411	0.05865317744100282	22.517610928914262
3892	120.978	11.7779188149392	109.78647665912759	0.058682172335881966	22.52339803015531
3893	120.961	11.7774726228919	109.77031785511485	0.058713886797022406	22.537554425750766
3894	120.944	11.7770266050515	109.75416853631299	0.05874561753734583	22.543343676823397
3895	120.928	11.7765807613919	109.73802828929706	0.05877556117238836	22.55750426531414
3896	120.911	11.7761350918872	109.7218974122628	0.05880461808084916	22.563295665638996
3897	120.894	11.775689596511	109.7057755427693	0.05883639737480038	22.577460445287436
3898	120.878	11.7752442752372	109.68966318214757	0.05886999808082483	22.583253994285457
3899	120.861	11.7747991280394	109.67355991721811	0.058893685308464346	22.59742296329472
3900	120.845	11.7743541548912	109.65746558895982	0.05892370635589709	22.603218660387125
3901	120.828	11.7739093557661	109.64138069852189	0.05896006571973155	22.61739181681365
3902	120.812	11.7734647306376	109.62530508678442	0.05899102283053625	22.623189661421907
3903	120.795	11.7730202794792	109.60923859472429	0.05901838103971408	22.637367003743766
3904	120.778	11.7725760022642	109.59318116491995	0.05904846539212414	22.64316699528969
3905	120.762	11.7721318989657	109.57713299371093	0.05907946940505243	22.65734852158245
3906	120.745	11.7716879695571	109.5610939221619	0.05911229840042017	22.663150659488103
3907	120.729	11.7712442140115	109.54506419727387	0.059142430176760234	22.6773363680238
3908	120.712	11.7708006323019	109.52904340651217	0.05917167281283314	22.683140651711547
3909	120.696	11.7703572244013	109.51303189831394	0.05920364575835555	22.697330540692434
3910	120.679	11.7699139902827	109.49702946313043	0.05923382454999584	22.70313696958491
3911	120.663	11.769470929919	109.48103619573973	0.05926130204656892	22.717331037415512
3912	120.646	11.7690280432829	109.4650518360181	0.05928969967081817	22.72313961093569
3913	120.63	11.7685853303472	109.44907668153563	0.059325360220890924	22.737337855745157
